Date,Uvmean,UVMax,UVmean24,UVMax24
2014-11-14,-41.49041667,0.85,0.150416667,0.88
2014-11-13,0.150416667,0.88,0.17,1
2014-11-12,0.17,1,0.186666667,1.08
2014-11-11,0.186666667,1.08,0.1875,1.08
2014-11-10,0.1875,1.08,0.134583333,0.85
2014-11-09,0.134583333,0.85,0.178333333,1
2014-11-08,0.178333333,1,0.184166667,1.05
2014-11-07,0.184166667,1.05,0.112916667,0.77
2014-11-06,0.112916667,0.77,0.08,0.45
2014-11-05,0.08,0.45,0.203333333,1.27
2014-11-04,0.203333333,1.27,0.09125,0.52
2014-11-03,0.09125,0.52,0.12,0.65
2014-11-02,0.12,0.65,0.215833333,1.17
2014-11-01,0.215833333,1.17,0.117916667,0.73
2014-10-31,0.117916667,0.73,0.070833333,0.35
2014-10-30,0.070833333,0.35,0.245833333,1.27
2014-10-29,0.245833333,1.27,0.153333333,0.83
2014-10-28,0.153333333,0.83,0.207083333,1.15
2014-10-27,0.207083333,1.15,0.22625,1.27
2014-10-26,0.22625,1.27,0.100416667,0.55
2014-10-25,0.100416667,0.55,0.244166667,1.35
2014-10-24,0.244166667,1.35,0.145416667,0.8
2014-10-23,0.145416667,0.8,0.217083333,1.23
2014-10-22,0.217083333,1.23,0.192916667,1.08
2014-10-21,0.192916667,1.08,0.2875,1.6
2014-10-20,0.2875,1.6,0.285416667,1.62
2014-10-19,0.285416667,1.62,0.255,1.3
2014-10-18,0.255,1.3,0.167083333,0.9
2014-10-17,0.167083333,0.9,0.245416667,1.27
2014-10-16,0.245416667,1.27,0.170416667,1.02
2014-10-15,0.170416667,1.02,0.379583333,1.95
2014-10-14,0.379583333,1.95,0.235416667,1.88
2014-10-13,0.235416667,1.88,0.255416667,1.23
2014-10-12,0.255416667,1.23,0.45125,2.3
2014-10-11,0.45125,2.3,0.355833333,2
2014-10-10,0.355833333,2,0.5875,2.83
2014-10-09,0.5875,2.83,0.565833333,2.7
2014-10-08,0.565833333,2.7,0.605416667,2.92
2014-10-07,0.605416667,2.92,0.600416667,3.02
2014-10-06,0.600416667,3.02,0.569583333,2.62
2014-10-05,0.569583333,2.62,0.4825,2.5
2014-10-04,0.4825,2.5,0.622083333,3.05
2014-10-03,0.622083333,3.05,0.668333333,3.1
2014-10-02,0.668333333,3.1,0.601666667,2.88
2014-10-01,0.601666667,2.88,0.635,3.1
2014-09-30,0.635,3.1,0.393333333,1.8
2014-09-29,0.393333333,1.8,0.824583333,3.75
2014-09-28,0.824583333,3.75,0.692916667,3.25
2014-09-27,0.692916667,3.25,0.357083333,1.55
2014-09-26,0.357083333,1.55,0.534583333,2.42
2014-09-25,0.534583333,2.42,0.642916667,3.15
2014-09-24,0.642916667,3.15,0.280416667,1.4
2014-09-23,0.280416667,1.4,0.604166667,3.08
2014-09-22,0.604166667,3.08,0.981666667,4.42
2014-09-21,0.981666667,4.42,1.0975,4.8
2014-09-20,1.0975,4.8,0.647916667,2.9
2014-09-19,0.647916667,2.9,0.4675,2.08
2014-09-18,0.4675,2.08,0.658333333,2.83
2014-09-17,0.658333333,2.83,1.0175,4.42
2014-09-16,1.0175,4.42,1.17375,4.98
2014-09-15,1.17375,4.98,1.19375,5.1
2014-09-14,1.19375,5.1,1.202083333,5.08
2014-09-13,1.202083333,5.08,1.219583333,5.17
2014-09-12,1.219583333,5.17,-40.56333333,5.08
2014-09-11,-40.56333333,5.08,1.203333333,5.05
2014-09-10,1.203333333,5.05,0.874166667,3.62
2014-09-09,0.874166667,3.62,0.962916667,4.4
2014-09-08,0.962916667,4.4,1.32,5.48
2014-09-07,1.32,5.48,1.337916667,5.58
2014-09-06,1.337916667,5.58,1.291666667,5.35
2014-09-05,1.291666667,5.35,1.204583333,5.02
2014-09-04,1.204583333,5.02,1.038333333,4.5
2014-09-03,1.038333333,4.5,0.416666667,1.6
2014-09-02,0.416666667,1.6,0.793333333,3.65
2014-09-01,0.793333333,3.65,0.786666667,3.05
2014-08-31,0.786666667,3.05,0.765416667,3.15
2014-08-30,0.765416667,3.15,0.728333333,3.12
2014-08-29,0.728333333,3.12,1.17375,5.05
2014-08-28,1.17375,5.05,1.495,5.95
2014-08-27,1.495,5.95,1.585416667,6.4
2014-08-26,1.585416667,6.4,1.18375,4.73
2014-08-25,1.18375,4.73,1.304166667,5.15
2014-08-24,1.304166667,5.15,1.319166667,5.42
2014-08-23,1.319166667,5.42,1.205416667,4.98
2014-08-22,1.205416667,4.98,1.281666667,5.12
2014-08-21,1.281666667,5.12,1.220416667,4.85
2014-08-20,1.220416667,4.85,1.325,5.3
2014-08-19,1.325,5.3,1.437083333,5.52
2014-08-18,1.437083333,5.52,1.382916667,5.45
2014-08-17,1.382916667,5.45,0.91,3.5
2014-08-16,0.91,3.5,0.913333333,3.7
2014-08-15,0.913333333,3.7,1.2475,4.98
2014-08-14,1.2475,4.98,0.465,2.08
2014-08-13,0.465,2.08,0.602916667,2.42
2014-08-12,0.602916667,2.42,1.560416667,6
2014-08-11,1.560416667,6,1.85375,7.1
2014-08-10,1.85375,7.1,1.789583333,6.83
2014-08-09,1.789583333,6.83,1.659583333,6.17
2014-08-08,1.659583333,6.17,1.812083333,6.88
2014-08-07,1.812083333,6.88,1.5975,5.88
2014-08-06,1.5975,5.88,1.821666667,6.52
2014-08-05,1.821666667,6.52,1.899166667,7.15
2014-08-04,1.899166667,7.15,1.8925,7.05
2014-08-03,1.8925,7.05,1.905,7
2014-08-02,1.905,7,1.831666667,6.62
2014-08-01,1.831666667,6.62,2.0025,7.52
2014-07-31,2.0025,7.52,2.050833333,7.55
2014-07-30,2.050833333,7.55,2.08625,7.67
2014-07-29,2.08625,7.67,2.110416667,7.8
2014-07-28,2.110416667,7.8,2.109166667,7.77
2014-07-27,2.109166667,7.77,1.859166667,6.67
2014-07-26,1.859166667,6.67,1.5025,5.75
2014-07-25,1.5025,5.75,0.8375,3.15
2014-07-24,0.8375,3.15,0.693333333,2.73
2014-07-23,0.693333333,2.73,1.37375,5.48
2014-07-22,1.37375,5.48,1.387083333,5.17
2014-07-21,1.387083333,5.17,0.978333333,3.67
2014-07-20,0.978333333,3.67,1.078333333,3.9
2014-07-19,1.078333333,3.9,1.68125,6.3
2014-07-18,1.68125,6.3,2.0775,7.33
2014-07-17,2.0775,7.33,2.341666667,8.42
2014-07-16,2.341666667,8.42,2.239583333,8.05
2014-07-15,2.239583333,8.05,2.10125,7.42
2014-07-14,2.10125,7.42,2.185416667,7.77
2014-07-13,2.185416667,7.77,2.037916667,7.27
2014-07-12,2.037916667,7.27,2.2025,7.85
2014-07-11,2.2025,7.85,2.23,7.85
2014-07-10,2.23,7.85,2.35375,8.3
2014-07-09,2.35375,8.3,2.452916667,8.75
2014-07-08,2.452916667,8.75,2.284166667,8
2014-07-07,2.284166667,8,1.267083333,4.85
2014-07-06,1.267083333,4.85,1.117083333,3.92
2014-07-05,1.117083333,3.92,1.369583333,5.55
2014-07-04,1.369583333,5.55,1.460416667,4.75
2014-07-03,1.460416667,4.75,2.256666667,8.25
2014-07-02,2.256666667,8.25,2.360833333,8.38
2014-07-01,2.360833333,8.38,2.205,7.77
2014-06-30,2.205,7.77,1.33,5.25
2014-06-29,1.33,5.25,1.23375,4.58
2014-06-28,1.23375,4.58,0.96,3.67
2014-06-27,0.96,3.67,1.7825,6.25
2014-06-26,1.7825,6.25,1.904583333,6.73
2014-06-25,1.904583333,6.73,1.422916667,5.12
2014-06-24,1.422916667,5.12,1.364166667,5.4
2014-06-23,1.364166667,5.4,1.884166667,6.65
2014-06-22,1.884166667,6.65,1.87875,6.45
2014-06-21,1.87875,6.45,1.513333333,5.17
2014-06-20,1.513333333,5.17,0.999583333,3.58
2014-06-19,0.999583333,3.58,1.302916667,4.23
2014-06-18,1.302916667,4.23,1.539583333,5.55
2014-06-17,1.539583333,5.55,1.2725,4.55
2014-06-16,1.2725,4.55,1.17375,4.3
2014-06-15,1.17375,4.3,0.822916667,3.17
2014-06-14,0.822916667,3.17,1.257083333,5.12
2014-06-13,1.257083333,5.12,1.393333333,5.05
2014-06-12,1.393333333,5.05,1.657083333,5.98
2014-06-11,1.657083333,5.98,1.140833333,4.23
2014-06-10,1.140833333,4.23,1.846666667,6.62
2014-06-09,1.846666667,6.62,1.424166667,5.42
2014-06-08,1.424166667,5.42,1.775833333,6.4
2014-06-07,1.775833333,6.4,1.805416667,6.27
2014-06-06,1.805416667,6.27,1.885416667,6.42
2014-06-05,1.885416667,6.42,1.5575,5.73
2014-06-04,1.5575,5.73,1.488333333,5.12
2014-06-03,1.488333333,5.12,1.874166667,6.77
2014-06-02,1.874166667,6.77,1.86125,6.88
2014-06-01,1.86125,6.88,1.795416667,6.42
2014-05-31,1.795416667,6.42,1.700416667,6.12
2014-05-30,1.700416667,6.12,0.889583333,3.38
2014-05-29,0.889583333,3.38,1.25375,4.73
2014-05-28,1.25375,4.73,1.482916667,5.45
2014-05-27,1.482916667,5.45,1.354583333,5.42
2014-05-26,1.354583333,5.42,0.74125,2.73
2014-05-25,0.74125,2.73,1.105833333,3.92
2014-05-24,1.105833333,3.92,1.084583333,4.58
2014-05-23,1.084583333,4.58,1.2675,4.77
2014-05-22,1.2675,4.77,1.410833333,5.27
2014-05-21,1.410833333,5.27,1.345,4.8
2014-05-20,1.345,4.8,1.025,4.17
2014-05-19,1.025,4.17,1.19375,4.52
2014-05-18,1.19375,4.52,1.254166667,4.77
2014-05-17,1.254166667,4.77,1.48,5.42
2014-05-16,1.48,5.42,1.305,4.9
2014-05-15,1.305,4.9,1.638333333,6.1
2014-05-14,1.638333333,6.1,1.647916667,6.35
2014-05-13,1.647916667,6.35,1.447083333,5.9
2014-05-12,1.447083333,5.9,1.398333333,5.52
2014-05-11,1.398333333,5.52,1.02,4.08
2014-05-10,1.02,4.08,1.072083333,4.12
2014-05-09,1.072083333,4.12,0.833333333,3.42
2014-05-08,0.833333333,3.42,1.305,5.1
2014-05-07,1.305,5.1,1.127916667,4.17
2014-05-06,1.127916667,4.17,1.054583333,4.3
2014-05-05,1.054583333,4.3,0.759583333,3.02
2014-05-04,0.759583333,3.02,0.92625,4.08
2014-05-03,0.92625,4.08,1.265,4.67
2014-05-02,1.265,4.67,1.540416667,6.08
2014-05-01,1.540416667,6.08,1.479583333,5.75
2014-04-30,1.479583333,5.75,1.134166667,4.55
2014-04-29,1.134166667,4.55,0.975833333,4.08
2014-04-28,0.975833333,4.08,0.85875,3.83
2014-04-27,0.85875,3.83,0.892916667,3.52
2014-04-26,0.892916667,3.52,1.02125,3.95
2014-04-25,1.02125,3.95,0.660416667,2.65
2014-04-24,0.660416667,2.65,0.737083333,2.95
2014-04-23,0.737083333,2.95,0.93,4
2014-04-22,0.93,4,0.673333333,2.85
2014-04-21,0.673333333,2.85,0.719166667,3.17
2014-04-20,0.719166667,3.17,0.53875,2.65
2014-04-19,0.53875,2.65,0.817083333,3.23
2014-04-18,0.817083333,3.23,0.59,2.5
2014-04-17,0.59,2.5,0.552916667,2.08
2014-04-16,0.552916667,2.08,0.72375,3.15
2014-04-15,0.72375,3.15,1.023333333,4.25
2014-04-14,1.023333333,4.25,1.136666667,4.58
2014-04-13,1.136666667,4.58,1.060416667,4.4
2014-04-12,1.060416667,4.4,0.744583333,2.98
2014-04-11,0.744583333,2.98,0.869583333,3.67
2014-04-10,0.869583333,3.67,0.8225,3.3
2014-04-09,0.8225,3.3,0.752916667,3.42
2014-04-08,0.752916667,3.42,0.815,4
2014-04-07,0.815,4,0.738333333,3.35
2014-04-06,0.738333333,3.35,0.412083333,1.85
2014-04-05,0.412083333,1.85,0.635833333,2.48
2014-04-04,0.635833333,2.48,0.438333333,2.55
2014-04-03,0.438333333,2.55,0.709166667,3.02
2014-04-02,0.709166667,3.02,0.8925,4.42
2014-04-01,0.8925,4.42,0.807916667,3.35
2014-03-31,0.807916667,3.35,0.555,2.5
2014-03-30,0.555,2.5,0.466666667,2.1
2014-03-29,0.466666667,2.1,0.324166667,1.77
2014-03-28,0.324166667,1.77,0.514583333,2.42
2014-03-27,0.514583333,2.42,0.5525,2.55
2014-03-26,0.5525,2.55,0.385416667,2.45
2014-03-25,0.385416667,2.45,0.6525,2.92
2014-03-24,0.6525,2.92,0.69375,3.23
2014-03-23,0.69375,3.23,0.364583333,1.75
2014-03-22,0.364583333,1.75,0.544166667,2.6
2014-03-21,0.544166667,2.6,0.473333333,2.05
2014-03-20,0.473333333,2.05,0.409583333,1.98
2014-03-19,0.409583333,1.98,0.387083333,1.67
2014-03-18,0.387083333,1.67,0.42,1.85
2014-03-17,0.42,1.85,0.27625,1.27
2014-03-16,0.27625,1.27,0.146666667,0.75
2014-03-15,0.146666667,0.75,0.446666667,2.5
2014-03-14,0.446666667,2.5,0.5425,2.42
2014-03-13,0.5425,2.42,0.539166667,2.52
2014-03-12,0.539166667,2.52,0.472916667,2.17
2014-03-11,0.472916667,2.17,0.432916667,2
2014-03-10,0.432916667,2,0.45375,2.25
2014-03-09,0.45375,2.25,0.124166667,0.67
2014-03-08,0.124166667,0.67,0.245,1.27
2014-03-07,0.245,1.27,0.21375,1.23
2014-03-06,0.21375,1.23,0.240416667,1.35
2014-03-05,0.240416667,1.35,0.137083333,0.8
2014-03-04,0.137083333,0.8,0.14625,0.8
2014-03-03,0.14625,0.8,0.144166667,0.75
2014-03-02,0.144166667,0.75,0.218333333,1.17
2014-03-01,0.218333333,1.17,0.437916667,2.17
2014-02-28,0.437916667,2.17,0.354166667,1.75
2014-02-27,0.354166667,1.75,0.425,2.27
2014-02-26,0.425,2.27,0.45125,2.3
2014-02-25,0.45125,2.3,0.122083333,0.85
2014-02-24,0.122083333,0.85,0.125833333,0.73
2014-02-23,0.125833333,0.73,0.122916667,0.65
2014-02-22,0.122916667,0.65,0.230416667,1.23
2014-02-21,0.230416667,1.23,0.221666667,1.2
2014-02-20,0.221666667,1.2,0.20125,1.17
2014-02-19,0.20125,1.17,0.07,0.52
2014-02-18,0.07,0.52,0.179583333,1.08
2014-02-17,0.179583333,1.08,0.099166667,0.7
2014-02-16,0.099166667,0.7,0.07375,0.45
2014-02-15,0.07375,0.45,0.129583333,0.77
2014-02-14,0.129583333,0.77,0.15125,0.88
2014-02-13,0.15125,0.88,0.1475,0.85
2014-02-12,0.1475,0.85,0.11875,0.7
2014-02-11,0.11875,0.7,0.080416667,0.5
2014-02-10,0.080416667,0.5,0.16125,0.92
2014-02-09,0.16125,0.92,0.16875,0.98
2014-02-08,0.16875,0.98,0.154166667,0.95
2014-02-07,0.154166667,0.95,0.14875,0.92
2014-02-06,0.14875,0.92,0.134583333,0.85
2014-02-05,0.134583333,0.85,0.126666667,0.75
2014-02-04,0.126666667,0.75,0.152916667,0.92
2014-02-03,0.152916667,0.92,0.118333333,0.7
2014-02-02,0.118333333,0.7,0.1,0.62
2014-02-01,0.1,0.62,0.119583333,0.75
2014-01-31,0.119583333,0.75,0.0525,0.33
2014-01-30,0.0525,0.33,0.101666667,0.67
2014-01-29,0.101666667,0.67,0.094583333,0.55
2014-01-28,0.094583333,0.55,0.12125,0.73
2014-01-27,0.12125,0.73,0.144166667,0.88
2014-01-26,0.144166667,0.88,0.135,0.83
2014-01-25,0.135,0.83,0.131666667,0.8
2014-01-24,0.131666667,0.8,0.11375,0.7
2014-01-23,0.11375,0.7,0.112083333,0.65
2014-01-22,0.112083333,0.65,0.097916667,0.58
2014-01-21,0.097916667,0.58,0.110416667,0.7
2014-01-20,0.110416667,0.7,0.099166667,0.62
2014-01-19,0.099166667,0.62,0.1,0.65
2014-01-18,0.1,0.65,0.083333333,0.52
2014-01-17,0.083333333,0.52,0.085416667,0.55
2014-01-16,0.085416667,0.55,0.082083333,0.58
2014-01-15,0.082083333,0.58,0.063333333,0.42
2014-01-14,0.063333333,0.42,0.045416667,0.27
2014-01-13,0.045416667,0.27,0.04625,0.38
2014-01-12,0.04625,0.38,0.017083333,0.12
2014-01-11,0.017083333,0.12,0.036666667,0.2
2014-01-10,0.036666667,0.2,0.02375,0.15
2014-01-09,0.02375,0.15,0.022083333,0.15
2014-01-08,0.022083333,0.15,0.050833333,0.38
2014-01-07,0.050833333,0.38,0.072916667,0.48
2014-01-06,0.072916667,0.48,0.08,0.5
2014-01-05,0.08,0.5,0.063333333,0.4
2014-01-04,0.063333333,0.4,0.0625,0.38
2014-01-03,0.0625,0.38,0.027916667,0.2
2014-01-02,0.027916667,0.2,0.052083333,0.38
2014-01-01,0.052083333,0.38,0.04125,0.3
2013-12-31,0.04125,0.3,0.050416667,0.3
2013-12-30,0.050416667,0.3,0.045416667,0.27
2013-12-29,0.045416667,0.27,0.0475,0.3
2013-12-28,0.0475,0.3,0.03875,0.3
2013-12-27,0.03875,0.3,0.062083333,0.45
2013-12-26,0.062083333,0.45,0.045,0.33
2013-12-25,0.045,0.33,0.045416667,0.3
2013-12-24,0.045416667,0.3,0.05125,0.33
2013-12-23,0.05125,0.33,0.038333333,0.25
2013-12-22,0.038333333,0.25,0.040833333,0.3
2013-12-21,0.040833333,0.3,0.029166667,0.23
2013-12-20,0.029166667,0.23,0.035416667,0.23
2013-12-19,0.035416667,0.23,0.04875,0.3
2013-12-18,0.04875,0.3,0.047916667,0.33
2013-12-17,0.047916667,0.33,0.0575,0.38
2013-12-16,0.0575,0.38,-41.56916667,0.4
2013-12-15,-41.56916667,0.4,0.025416667,0.15
2013-12-14,0.025416667,0.15,0.04625,0.27
2013-12-13,0.04625,0.27,0.046666667,0.33
2013-12-12,0.046666667,0.33,0.07875,0.55
2013-12-11,0.07875,0.55,0.055,0.38
2013-12-10,0.055,0.38,0.057083333,0.35
2013-12-09,0.057083333,0.35,0.075416667,0.48
2013-12-08,0.075416667,0.48,0.067083333,0.4
2013-12-07,0.067083333,0.4,0.072083333,0.45
2013-12-06,0.072083333,0.45,0.06,0.35
2013-12-05,0.06,0.35,0.077083333,0.48
2013-12-04,0.077083333,0.48,0.077916667,0.5
2013-12-03,0.077916667,0.5,0.060833333,0.35
2013-12-02,0.060833333,0.35,0.0625,0.42
2013-12-01,0.0625,0.42,0.034166667,0.2
2013-11-30,0.034166667,0.2,0.062083333,0.38
2013-11-29,0.062083333,0.38,0.087916667,0.52
2013-11-28,0.087916667,0.52,0.114583333,0.7
2013-11-27,0.114583333,0.7,0.12625,0.75
2013-11-26,0.12625,0.75,0.144166667,0.85
2013-11-25,0.144166667,0.85,0.144583333,0.85
2013-11-24,0.144583333,0.85,0.137083333,0.77
2013-11-23,0.137083333,0.77,0.120833333,0.73
2013-11-22,0.120833333,0.73,0.093333333,0.55
2013-11-21,0.093333333,0.55,0.11,0.65
2013-11-20,0.11,0.65,0.117916667,0.7
2013-11-19,0.117916667,0.7,0.039166667,0.23
2013-11-18,0.039166667,0.23,0.0975,0.65
2013-11-17,0.0975,0.65,0.110833333,0.62
2013-11-16,0.110833333,0.62,0.04875,0.3
2013-11-15,0.04875,0.3,0.105416667,0.62
2013-11-14,0.105416667,0.62,0.1075,0.6
2013-11-13,0.1075,0.6,0.105833333,0.62
2013-11-12,0.105833333,0.62,0.15,0.88
2013-11-11,0.15,0.88,0.15375,0.98
2013-11-10,0.15375,0.98,0.07875,0.52
2013-11-09,0.07875,0.52,0.133333333,0.75
2013-11-08,0.133333333,0.75,0.101666667,0.7
2013-11-07,0.101666667,0.7,0.14375,0.8
2013-11-06,0.14375,0.8,0.084166667,0.42
2013-11-05,0.084166667,0.42,0.19625,1.12
2013-11-04,0.19625,1.12,0.21875,1.23
2013-11-03,0.21875,1.23,0.059166667,0.38
2013-11-02,0.059166667,0.38,0.137083333,0.8
2013-11-01,0.137083333,0.8,0.15125,0.92
2013-10-31,0.15125,0.92,0.250416667,1.38
2013-10-30,0.250416667,1.38,0.31125,1.65
2013-10-29,0.31125,1.65,0.291666667,1.55
2013-10-28,0.291666667,1.55,0.342916667,1.8
2013-10-27,0.342916667,1.8,0.307083333,1.7
2013-10-26,0.307083333,1.7,0.2825,1.48
2013-10-25,0.2825,1.48,0.420833333,2.15
2013-10-24,0.420833333,2.15,0.467083333,2.35
2013-10-23,0.467083333,2.35,0.44875,2.25
2013-10-22,0.44875,2.25,0.449583333,2.3
2013-10-21,0.449583333,2.3,0.396666667,1.98
2013-10-20,0.396666667,1.98,0.4075,2
2013-10-19,0.4075,2,0.455,2.25
2013-10-18,0.455,2.25,0.4775,2.4
2013-10-17,0.4775,2.4,0.480416667,2.4
2013-10-16,0.480416667,2.4,0.477916667,2.38
2013-10-15,0.477916667,2.38,0.525,2.58
2013-10-14,0.525,2.58,0.481666667,2.35
2013-10-13,0.481666667,2.35,0.42,2.2
2013-10-12,0.42,2.2,0.325,1.65
2013-10-11,0.325,1.65,0.449166667,2.17
2013-10-10,0.449166667,2.17,0.479583333,2.33
2013-10-09,0.479583333,2.33,0.495,2.4
2013-10-08,0.495,2.4,0.35,2.05
2013-10-07,0.35,2.05,0.653333333,3.15
2013-10-06,0.653333333,3.15,0.439583333,2.15
2013-10-05,0.439583333,2.15,0.469583333,2.3
2013-10-04,0.469583333,2.3,0.512916667,2.45
2013-10-03,0.512916667,2.45,0.262916667,1.17
2013-10-02,0.262916667,1.17,0.381666667,1.9
2013-10-01,0.381666667,1.9,0.346666667,1.85
2013-09-30,0.346666667,1.85,0.226666667,1.1
2013-09-29,0.226666667,1.1,0.192083333,1.12
2013-09-28,0.192083333,1.12,0.28125,1.33
2013-09-27,0.28125,1.33,0.737916667,3.27
2013-09-26,0.737916667,3.27,0.71125,3.25
2013-09-25,0.71125,3.25,0.502916667,2.3
2013-09-24,0.502916667,2.3,0.501666667,2.52
2013-09-23,0.501666667,2.52,0.296666667,2.15
2013-09-22,0.296666667,2.15,0.599166667,2.9
2013-09-21,0.599166667,2.9,0.796666667,3.52
2013-09-20,0.796666667,3.52,0.91,4.25
2013-09-19,0.91,4.25,0.705,3.1
2013-09-18,0.705,3.1,0.717916667,3.17
2013-09-17,0.717916667,3.17,0.45625,1.88
2013-09-16,0.45625,1.88,0.79125,3.62
2013-09-15,0.79125,3.62,1.021666667,4.4
2013-09-14,1.021666667,4.4,1.118333333,4.75
2013-09-13,1.118333333,4.75,1.2,5.05
2013-09-12,1.2,5.05,1.262916667,5.33
2013-09-11,1.262916667,5.33,1.317916667,5.55
2013-09-10,1.317916667,5.55,1.277916667,5.52
2013-09-09,1.277916667,5.52,1.091666667,4.6
2013-09-08,1.091666667,4.6,0.998333333,4.3
2013-09-07,0.998333333,4.3,0.848333333,3.67
2013-09-06,0.848333333,3.67,0.603333333,2.9
2013-09-05,0.603333333,2.9,1.01125,4.2
2013-09-04,1.01125,4.2,0.743333333,3.88
2013-09-03,0.743333333,3.88,1.07125,4.25
2013-09-02,1.07125,4.25,1.32125,5.42
2013-09-01,1.32125,5.42,1.373333333,5.77
2013-08-31,1.373333333,5.77,0.78125,3.05
2013-08-30,0.78125,3.05,0.490416667,2.33
2013-08-29,0.490416667,2.33,0.93375,3.75
2013-08-28,0.93375,3.75,0.854583333,3.45
2013-08-27,0.854583333,3.45,0.840833333,3.6
2013-08-26,0.840833333,3.6,1.310416667,5.27
2013-08-25,1.310416667,5.27,1.021666667,4.33
2013-08-24,1.021666667,4.33,1.280416667,5.48
2013-08-23,1.280416667,5.48,1.530833333,5.98
2013-08-22,1.530833333,5.98,1.609583333,6.35
2013-08-21,1.609583333,6.35,1.477083333,5.88
2013-08-20,1.477083333,5.88,1.011666667,3.77
2013-08-19,1.011666667,3.77,0.81,3.35
2013-08-18,0.81,3.35,0.934583333,3.4
2013-08-17,0.934583333,3.4,1.015,4.33
2013-08-16,1.015,4.33,0.837083333,3.55
2013-08-15,0.837083333,3.55,0.963333333,3.73
2013-08-14,0.963333333,3.73,1.50375,6.12
2013-08-13,1.50375,6.12,1.18875,4.95
2013-08-12,1.18875,4.95,1.08375,4.48
2013-08-11,1.08375,4.48,1.36375,5.6
2013-08-10,1.36375,5.6,1.688333333,6.5
2013-08-09,1.688333333,6.5,1.835,6.95
2013-08-08,1.835,6.95,1.800416667,6.8
2013-08-07,1.800416667,6.8,1.904583333,7.2
2013-08-06,1.904583333,7.2,1.840833333,6.85
2013-08-05,1.840833333,6.85,1.697916667,6.62
2013-08-04,1.697916667,6.62,1.242916667,4.95
2013-08-03,1.242916667,4.95,0.7225,3.45
2013-08-02,0.7225,3.45,1.250416667,4.6
2013-08-01,1.250416667,4.6,1.5125,5.5
2013-07-31,1.5125,5.5,1.620833333,5.95
2013-07-30,1.620833333,5.95,1.756666667,6.33
2013-07-29,1.756666667,6.33,1.70875,6.48
2013-07-28,1.70875,6.48,1.821666667,6.58
2013-07-27,1.821666667,6.58,1.992916667,7.35
2013-07-26,1.992916667,7.35,2.115833333,7.75
2013-07-25,2.115833333,7.75,2.11,7.75
2013-07-24,2.11,7.75,2.124166667,7.85
2013-07-23,2.124166667,7.85,2.019583333,7.52
2013-07-22,2.019583333,7.52,2.127916667,7.73
2013-07-21,2.127916667,7.73,1.954583333,7.2
2013-07-20,1.954583333,7.2,2.050416667,7.55
2013-07-19,2.050416667,7.55,1.977083333,7.27
2013-07-18,1.977083333,7.27,1.824583333,6.73
2013-07-17,1.824583333,6.73,1.91125,7.25
2013-07-16,1.91125,7.25,1.98,7.15
2013-07-15,1.98,7.15,1.72125,6.52
2013-07-14,1.72125,6.52,1.747083333,6.02
2013-07-13,1.747083333,6.02,1.657083333,6.38
2013-07-12,1.657083333,6.38,1.602916667,5.7
2013-07-11,1.602916667,5.7,1.874166667,6.73
2013-07-10,1.874166667,6.73,1.944166667,7.08
2013-07-09,1.944166667,7.08,1.865416667,6.62
2013-07-08,1.865416667,6.62,1.6775,6.23
2013-07-07,1.6775,6.23,1.850416667,6.52
2013-07-06,1.850416667,6.52,1.725833333,5.98
2013-07-05,1.725833333,5.98,1.810416667,6.48
2013-07-04,1.810416667,6.48,2.36125,8.42
2013-07-03,2.36125,8.42,2.312083333,8.4
2013-07-02,2.312083333,8.4,2.169166667,7.55
2013-07-01,2.169166667,7.55,2.27875,8.15
2013-06-30,2.27875,8.15,2.057083333,7.15
2013-06-29,2.057083333,7.15,1.19375,4.27
2013-06-28,1.19375,4.27,0.896666667,3.35
2013-06-27,0.896666667,3.35,0.96625,3.85
2013-06-26,0.96625,3.85,1.065416667,4.85
2013-06-25,1.065416667,4.85,0.87375,3.55
2013-06-24,0.87375,3.55,1.381666667,4.85
2013-06-23,1.381666667,4.85,1.3325,4.67
2013-06-22,1.3325,4.67,1.2975,4.33
2013-06-21,1.2975,4.33,0.7125,2.65
2013-06-20,0.7125,2.65,1.12375,3.77
2013-06-19,1.12375,3.77,1.440416667,5.02
2013-06-18,1.440416667,5.02,1.657083333,6.12
2013-06-17,1.657083333,6.12,1.732083333,6.23
2013-06-16,1.732083333,6.23,1.822916667,6.4
2013-06-15,1.822916667,6.4,1.02875,3.38
2013-06-14,1.02875,3.38,1.42625,4.98
2013-06-13,1.42625,4.98,1.302916667,5.02
2013-06-12,1.302916667,5.02,1.253333333,4.65
2013-06-11,1.253333333,4.65,1.72875,5.73
2013-06-10,1.72875,5.73,1.539583333,5.3
2013-06-09,1.539583333,5.3,1.265833333,4.95
2013-06-08,1.265833333,4.95,1.42,4.88
2013-06-07,1.42,4.88,2.06375,7.4
2013-06-06,2.06375,7.4,1.9775,7.05
2013-06-05,1.9775,7.05,1.829166667,6.45
2013-06-04,1.829166667,6.45,1.581666667,5.73
2013-06-03,1.581666667,5.73,1.534583333,5.25
2013-06-02,1.534583333,5.25,1.044583333,4.17
2013-06-01,1.044583333,4.17,1.199166667,4.77
2013-05-31,1.199166667,4.77,1.022916667,4.02
2013-05-30,1.022916667,4.02,0.863333333,2.9
2013-05-29,0.863333333,2.9,0.819583333,3.2
2013-05-28,0.819583333,3.2,0.859166667,3.85
